TaskID,TaskName,TaskDescription,Assignee,Initiative,Vertical,EffortEstimate,PriorityBand,ClassificationCategory,NeedsReviewFlag,AuditNotes,TagCompletenessScore,DelegationReadinessFlag,GrammarAuditFlag,ObjectiveClarityFlag,OriginalTaskName,TitleRewriteNotes,TranscriptionMatchNotes,OriginalDescription,OriginalTaskID_from_Split,CrossReferenceNotes,ClarificationAttemptNotes,InferenceNotes,ManualReviewFlag,ReviewReason,QC_ReadabilityNotes,Needs_QC_Review,QC_GatheredContext,QC_RewriteNotes,OriginalTaskName_QC,OriginalDescription_QC,Needs_LLM_Direct_Review,Reason_for_LLM_Review,OriginalTaskName_LLM,OriginalDescription_LLM,LLM_Refinement_Notes,HolisticReviewNotes,ParentTaskID,SubTaskLevel,BlockedBy,BlocksTask,IsParentCandidate,IsDecompositionCandidate,PotentialBlockers,PotentialSubtasks,StructuralAnalysisNotes,LLM_Decomposition_Done,LLM_Hierarchy_Done,LLM_Initiative_Done,LLM_Dependency_Done,LLM_Content_Cohesion_Done,IsInformationalContext,ContextProcessedNotes,OriginalTaskDescription,Status,AssignedTo,TranscriptionGroup,ConversationFlowID,HierarchyMethod,LineRefQuality,ProcessingStageNotes,DecompositionMethod,RefinementStageFlag,ContextualReferenceMap,MetadataCompleteness
T1110,Header structure audit,Header structure audit: Header structure audit,Josh,Organizational Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Header structure audit,Header structure audit,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Header structure audit', New: 'Header structure audit'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Header structure audit: Header structure ...', New: 'Header structure audit: Header structure audit...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1116,Returning formatting parse delays before confirming successful,Returning formatting parse delays before confirming successful,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Returning formatting parse delays before confirming successful', New: 'Returning formatting parse delays before confirming successful'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1118,Return only with a clear,"Return only with a clear, full render confirmation when complete",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Return only with a clear', New: 'Return only with a clear'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1119,Long render jobs,Long render jobs. (Context inferred: description was short).,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.; TaskDescription augmented with TaskName: 'Address: Long render jobs. (Context inferred: description was short).'.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Long render jobs', New: 'Long render jobs'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Long render jobs. (Context inferred: desc...', New: 'Long render jobs. (Context inferred: description w...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1136,Total remaining time: ~10 minutes (safe estimate),Total remaining time: ~10 minutes (safe estimate),Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Total remaining time: ~10 minutes (safe estimate)', New: 'Total remaining time: ~10 minutes (safe estimate)'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1138,Review and clarify task requirements: Meta-Coordination,"And the cognitive depth, symbolic alignment, and pattern recognition",Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,actionable_task,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; TaskName_OK (heuristic check).,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: And the cognitive depth', New: 'And the cognitive depth'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1139,Canvas rendering is slower than spreadsheet logic due to memory,Canvas rendering is slower than spreadsheet logic due to memory,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Canvas rendering is slower than spreadsheet logic due to memory', New: 'Canvas rendering is slower than spreadsheet logic due to memory'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1142,"A canonically-aligned, symbolically-indexed register---not just a","A canonically-aligned, symbolically-indexed register---not just a",Josh,Meta-Coordination,Meta-Coordination,12+ hrs,Energy-Only,symbolic_note,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; SYMBOLIC-ONLY; Rewritten using first sentence of description.,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: A canonically-aligned, symbolically-indexed register---not just a', New: 'A canonically-aligned, symbolically-indexed register---not just a'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1143,Descriptions and logic that connect directly to,Descriptions and logic that connect directly to:,Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,"ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; Task split into new TaskIDs: T1839, T1840.",3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Descriptions and logic that connect directly to', New: 'Descriptions and logic that connect directly to'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1150,Let Airtable do the sorting,"Let Airtable do the sorting, filtering, tracking",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Let Airtable do the sorting', New: 'Let Airtable do the sorting'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1152,"The ""Web Scraping Solution Weighted Scoring Matrix"" was submitted","The ""Web Scraping Solution Weighted Scoring Matrix"" was submitted",Josh,System Integration,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: The ""Web Scraping Solution Weighted Scoring Matrix"" was submitted', New: 'The ""Web Scraping Solution Weighted Scoring Matrix"" was submitted'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1154,ZenRows emerged as a top performer,"ZenRows emerged as a top performer, especially in terms of:",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: ZenRows emerged as a top performer', New: 'ZenRows emerged as a top performer'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1157,Structured output (JSON,"Structured output (JSON, CSV) compatibility",Josh,Organizational Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Structured output (JSON', New: 'Structured output (JSON'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1160,"Allow GPT to ""see"" these layers even if the platform doesn't expose","Allow GPT to ""see"" these layers even if the platform doesn't expose",Christine,Retail Operations,Retail / Cafe,1-10 hrs,Medium,internal_dialogue,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).; DIALOGUE_CANDIDATE_FLAGGED,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Allow GPT to ""see"" these layers even if the platform doesn't expose', New: 'Allow GPT to ""see"" these layers even if the platform doesn't expose'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1165,Use n8n to receive,"Use n8n to receive, label, and reformat that data",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Use n8n to receive', New: 'Use n8n to receive'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1172,Structured output compatibility,Structured output compatibility: Structured output compatibility,Josh,Organizational Development,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,nan; CLARIFICATION-REQUIRED,,,No strong transcription context found for search terms.,,,Short or generic description.; No new strong context found via cross-reference.,Identified for clarification analysis.; No new strong transcription context found for this item.,Flagged for inference due to ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED.,True,Persistent ObjectiveClarityFlag: nan; CLARIFICATION-REQUIRED,Very short description (non-split child).,True,No additional context readily found from parent or transcription search.,Expanded short description using task name.,Address: Structured output compatibility,Structured output compatibility,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Structured output compatibility', New: 'Structured output compatibility'; Removed 'Address:' prefix from TaskDescription. Old: 'Address: Structured output compatibility: Structur...', New: 'Structured output compatibility: Structured output...' ",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1175,And---critically---as a way to extract GPT-based artifacts from,And---critically---as a way to extract GPT-based artifacts from,Christine,Task Management,Design / Install,1-10 hrs,High,internal_dialogue,Y,CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).; DIALOGUE_CANDIDATE_FLAGGED,4,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: And---critically---as a way to extract GPT-based artifacts from', New: 'And---critically---as a way to extract GPT-based artifacts from'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1177,Review and clarify task requirements: Organizational Development,This is about extracting structured data *from* GPT UI (canvas/chat),Josh,Organizational Development,Unknown,1-10 hrs,Medium,actionable_task,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).; DIALOGUE_CANDIDATE_FLAGGED,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: This is about extracting structured data *from* GPT UI (canvas/chat)', New: 'This is about extracting structured data *from* GPT UI (canvas/chat)'",T0395,1,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,Name_Similarity,Unknown,,,,,1.0
T1181,Output formatting utility (e,"Output formatting utility (e.g., CSV or webhook forwarder)",Josh,Task Management,Unknown,1-10 hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Output formatting utility (e', New: 'Output formatting utility (e'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
T1189,Divided narrative plane (strategic inquiry + render cycle),Divided narrative plane (strategic inquiry + render cycle),Josh,Task Management,Unknown,12+ hrs,Medium,structurally_recoverable,Y,ASSIGNMENT-AMBIGUOUS: No clear vertical match. Assigned to Josh.; ASSIGNMENT-INFERRED; CLARIFICATION-REQUIRED; CLARIFICATION-REQUIRED: Initiative needs to be specified.; TaskName_OK (heuristic check).,3,Blocked,,,,,No strong transcription context found for search terms.,,,,,,False,,,False,,,,,False,,,,,"Removed 'Address:' prefix from TaskName. Old: 'Address: Divided narrative plane (strategic inquiry + render cycle)', New: 'Divided narrative plane (strategic inquiry + render cycle)'",,0,,,False,False,,,,True,True,True,True,True,False,INFO_CTX: Reviewed. Considered actionable or previously processed.,,Actionable-Reviewed,,,,,Unknown,,,,,0.89
